Elevation,Soil_Type32,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type
3380,0,2347,983,7
3023,0,2808,492,1
2932,0,3394,1240,2
2355,0,1396,618,3
3243,0,5842,1312,1
2638,0,1926,2164,6
2991,0,1590,1440,2
2522,0,150,1991,3
2920,0,1040,1397,2
2532,0,258,745,2
3148,0,2605,1379,1
2545,0,1691,1681,3
2911,0,2812,2126,2
2469,0,832,553,2
2952,0,4001,5465,2
2370,0,1489,899,3
3191,0,5410,1008,1
3032,1,2524,1092,1
2782,0,2202,3221,1
3047,0,6501,3753,2
3347,0,3515,371,1
2964,0,3926,2165,2
2444,0,782,1350,6
3039,0,3121,5619,1
2902,0,1863,990,2
2598,0,1224,1345,2
2706,0,2203,4118,2
3151,0,4422,1914,2
2805,0,2396,716,2
3327,0,3582,2597,7
2044,0,395,624,3
3183,0,3571,1812,1
2830,0,1710,1316,2
3051,1,1101,1471,2
2969,1,2789,1406,2
2833,0,1282,2124,2
3075,0,2762,3941,1
3123,0,1473,1848,1
3004,1,1981,2910,2
3001,1,994,2047,1
2648,0,420,1892,2
2541,0,418,1342,2
2115,0,277,474,3
2830,0,2974,2131,2
3300,0,1317,1500,1
3235,0,3331,1020,1
3066,0,2192,1323,1
3064,0,6306,3481,2
2260,0,810,301,3
3057,0,6139,1633,2
3229,0,4899,492,1
3126,0,1994,930,1
2854,0,2469,488,1
2717,0,1170,1945,2
3034,0,1608,3547,1
2957,0,1731,2656,1
2167,0,810,866,6
3058,1,1584,60,2
2828,0,939,2067,2
3029,0,5147,3217,2
3197,0,547,1871,1
2317,0,703,552,3
3441,0,3479,1354,1
3379,0,3782,3065,7
3132,0,3272,3072,1
2808,0,1611,1396,2
3096,0,5033,1915,1
3273,0,1660,2813,1
3069,0,4833,2264,1
3299,1,4525,806,1
3164,0,1390,342,1
3037,1,2903,1470,1
3063,0,1519,1015,1
2853,0,1896,1616,2
3451,0,4294,3596,7
2909,0,5633,6169,1
3278,0,1061,2132,1
2948,1,1368,1731,2
3361,1,2401,2060,1
3143,0,134,2682,2
2828,0,1262,2512,2
3214,0,4374,966,1
2192,0,812,840,3
3260,0,636,1539,1
2996,0,2099,726,2
3494,0,1200,703,7
3185,1,1398,443,2
2833,0,1449,1048,5
2965,0,4544,2166,2
2661,0,1275,1717,2
2995,0,2054,1170,2
3022,0,2287,942,2
3153,0,1082,1905,1
2178,0,566,953,3
2679,0,1639,6236,2
3179,0,6016,1945,2
3031,0,5259,4157,1
2990,0,3315,1208,1
3427,0,1101,845,7
2333,0,162,1057,3
3245,0,4957,2713,1
3060,1,1170,1103,2
3100,0,2162,569,1
3336,0,659,1820,7
2603,0,212,1206,2
3194,0,1693,1584,2
2939,0,4696,5069,2
3371,0,3660,2397,1
3185,0,1450,134,1
3203,0,1784,330,1
2741,1,1231,2072,2
2677,0,1626,2719,2
3205,0,5071,541,1
2846,0,1294,2738,2
2975,0,886,2121,2
2989,0,900,902,1
3294,0,4811,531,2
2885,1,1650,1068,2
2671,0,2402,2356,3
2763,0,1879,2630,2
3027,1,485,1505,2
3313,0,764,1082,1
3148,0,2234,1068,1
2986,0,1442,3211,1
2642,0,1888,926,2
3292,1,1400,4231,1
2564,0,1110,1531,2
3352,0,1758,3140,7
2746,0,2440,6597,2
3231,0,924,2490,2
2920,0,2867,1142,1
2049,0,360,391,3
2665,0,2014,1809,6
3518,0,2401,1598,1
2740,0,1570,1470,2
2889,0,2601,1290,2
2837,0,3583,6229,2
3013,0,4694,85,2
3050,0,6667,3099,2
2869,0,2132,912,2
3251,0,649,2883,2
3002,0,270,437,2
2843,0,1103,666,2
3204,0,418,1242,1
3199,1,1110,1979,2
3117,1,1296,1191,1
2911,0,1025,2032,2
2840,0,3971,2911,1
2893,0,4092,5902,2
2936,0,5402,2052,2
3458,0,1772,1240,7
2774,0,2583,270,5
2482,0,834,960,6
3167,0,3152,690,1
3084,0,5011,1719,1
2884,0,3273,1771,2
2979,0,2791,1142,2
2280,0,573,911,6
2680,0,920,1106,3
3321,0,4350,2543,1
2945,0,4888,3388,1
3222,0,4777,3262,1
3064,0,6584,3104,2
2988,0,4708,1528,2
3304,1,3365,2869,2
2955,0,1546,966,2
2860,0,2544,1320,2
2733,0,2343,4122,2
3229,0,4773,201,1
2947,1,2095,1933,1
3321,0,1570,1761,1
2815,0,1061,1100,2
2369,0,618,1650,3
3112,0,3585,895,2
3100,0,3094,3168,1
2246,0,828,450,3
2795,0,2394,721,2
3219,0,2440,1477,1
2916,0,4081,607,2
2910,1,1707,2542,2
2798,0,256,1374,5
3227,0,1172,2200,1
2808,0,4145,5161,2
2809,0,1972,2899,1
3171,0,2040,4311,1
2655,0,1298,1207,2
2565,0,1476,604,2
3183,0,2780,1265,1
2903,0,5011,4668,2
2972,0,4751,3848,2
2948,0,360,895,1
3005,0,5118,2730,1
3013,0,1530,541,2
2636,0,778,1651,2
2962,0,3840,5864,2
2338,0,1091,1359,3
3353,0,4983,3032,1
2525,0,2457,2366,6
3218,0,4099,2733,1
3147,0,433,5086,2
2690,0,1073,1356,2
3336,0,1878,3008,2
3079,0,591,1040,2
3063,0,1909,459,1
3116,0,480,2084,1
2760,0,1087,2379,2
3014,0,5485,4432,1
2374,0,1242,990,3
3156,0,3436,1289,1
2958,0,2294,618,1
3223,0,836,258,1
2865,1,3284,811,2
2993,0,3017,1943,1
3103,0,4246,1438,1
2636,0,2292,1536,2
2178,0,577,268,3
2528,0,511,997,2
3039,1,2594,1158,2
3224,0,395,2503,1
3316,0,3339,430,1
3259,1,2881,1158,1
3262,0,2114,1964,2
2740,0,883,2205,2
3060,0,3408,726,1
3082,0,3254,5219,2
3381,0,618,890,2
2860,0,1660,2635,2
2033,0,636,908,6
3312,0,1954,2730,1
3096,0,162,1579,1
2834,0,3425,2639,1
2837,0,2586,2522,2
2729,0,1215,2081,2
2583,0,2092,277,3
3163,0,2001,2089,2
3073,0,1064,1057,1
3115,1,836,1455,2
2988,0,5178,2607,1
3112,1,726,1259,2
2683,0,1565,1869,2
3114,0,2110,3019,1
3161,0,888,2222,1
3380,0,2656,2320,7
3126,0,711,1783,2
2727,0,2719,1142,2
3190,0,1203,2336,2
3120,0,3891,1129,1
3720,0,5317,3445,7
2831,0,5348,4703,2
2744,0,1776,1710,2
2887,0,541,1315,2
3079,0,1045,1776,1
3121,0,1380,997,1
2940,1,1790,451,2
2953,0,794,2122,1
2499,0,1991,937,3
2594,0,1673,1426,2
3224,0,5878,600,1
3145,0,2506,499,1
2804,0,3925,5507,2
2852,0,3397,2826,2
3137,0,1626,2836,1
3301,0,2521,2343,1
3125,0,1224,1087,1
3367,0,2748,626,7
2424,0,1091,858,3
2402,0,524,560,2
2904,0,1414,2656,2
2669,0,1776,6508,2
3150,0,5016,2820,2
2505,0,1222,525,3
3010,0,4008,1234,2
3013,0,1282,1426,2
3077,0,1249,1983,1
3014,0,993,1006,1
2878,0,824,474,2
3207,0,1465,900,1
2955,0,3907,1332,2
2995,0,1770,1348,2
3223,0,3415,1952,1
3091,0,967,1640,1
2859,0,2428,1731,2
3254,0,1591,1499,1
3175,0,4913,1376,1
3208,0,5897,2792,1
2364,0,1410,306,6
3354,0,1714,2072,1
2461,0,1396,553,6
3152,0,3437,2598,1
3291,1,721,2724,2
3055,0,2062,3589,1
3005,0,190,1308,2
2680,0,180,612,5
2397,0,663,1146,3
2990,1,1712,1034,2
3186,0,3609,1708,1
2964,0,4917,2060,1
2881,0,1765,1006,2
2799,0,3155,2932,2
3359,0,2352,2413,7
3193,1,939,297,1
3341,0,3573,2524,1
2343,0,1544,966,3
3242,0,661,1909,1
2768,0,1719,1484,2
2726,1,2442,1682,6
2784,0,1471,1368,2
2956,0,5372,2293,1
3047,0,1381,577,1
3050,0,2789,6528,1
3096,0,5965,1643,1
3314,1,1442,4171,1
3034,0,5885,4373,2
2303,0,1106,836,4
3062,0,5067,2208,1
2964,0,1084,1983,2
2887,0,937,1983,2
2962,0,4403,5269,2
3095,1,2766,1869,2
3313,0,1848,2143,2
3147,0,1448,379,1
2837,0,1820,1761,2
2288,0,1507,1065,3
2854,0,4707,4750,2
3134,0,3748,1253,1
3031,1,1945,2394,2
3185,0,2561,2650,1
3255,0,693,900,1
3104,0,4114,1947,1
2727,0,190,2052,5
3206,1,2825,979,2
3015,0,2307,800,2
3214,0,1632,2864,1
3443,0,1019,815,1
2930,0,510,433,1
3034,0,3581,2732,1
2996,0,1974,3010,1
3092,1,2434,2077,1
2004,0,450,836,6
3121,0,598,1062,2
2896,0,162,42,2
3137,0,926,636,1
2814,0,1664,1301,2
3078,0,1651,1416,1
3174,0,2746,1199,1
2642,0,924,1637,2
3119,0,2616,2477,1
3002,0,1422,1595,2
3465,0,4190,3443,7
2907,0,932,1154,2
3044,0,6097,4002,2
2967,1,1613,636,2
2779,0,636,2397,2
3104,0,1092,2102,2
3239,0,3396,3069,2
3119,0,2431,1248,2
3247,0,2100,2557,1
2842,0,390,1082,2
2685,0,964,1855,2
2757,0,1776,2316,2
2962,0,6078,5739,2
3106,0,2308,1736,1
2797,0,1943,2308,5
3238,0,760,664,1
2375,0,1142,725,6
3196,0,2118,1053,1
2963,0,1142,541,2
2480,0,764,1698,2
2889,1,671,1473,2
2689,0,1680,1203,2
2887,0,3093,2620,2
2708,0,591,134,3
2445,0,1189,768,3
2978,0,4927,5477,2
2883,0,2382,1533,2
3084,0,882,1544,1
2469,0,805,892,3
2334,0,1084,1355,6
3127,0,2472,3438,2
2857,0,5976,4497,2
3064,0,6403,3252,2
2941,1,920,2307,2
3151,0,2391,2571,1
3681,0,5114,3503,7
3146,0,3065,5187,1
2730,0,1549,1195,2
3157,0,1579,95,1
2898,0,3024,2063,2
3256,0,1077,408,1
2652,0,1290,480,2
3148,0,1998,2806,1
2705,0,1965,6687,1
3031,0,792,1765,1
2645,0,1136,1530,2
2312,0,1173,218,6
2420,0,738,1136,6
2840,1,350,242,1
2941,1,1710,67,2
3210,1,731,361,1
3126,0,4023,3202,2
2760,0,997,1032,2
2803,0,4327,497,1
2338,0,382,1908,4
3220,0,5872,2601,1
2805,0,1063,2597,2
3103,1,2297,1794,2
2053,0,108,698,3
2949,0,1348,2155,1
3430,0,4240,3612,7
2962,0,5375,2304,1
3235,0,3120,808,1
3157,0,5370,2644,2
3047,0,3786,2476,2
3298,0,2838,1768,7
3206,1,1050,2121,1
3164,0,212,4173,2
3132,0,4119,4463,1
3279,1,3511,631,1
3084,0,5184,2670,1
2719,0,2126,6630,2
2759,0,2249,3955,2
2606,0,301,1561,2
2894,0,1034,2456,2
3021,1,2783,1529,2
2994,0,5486,2241,1
2831,0,4325,4981,2
2855,1,800,127,2
3206,0,418,2097,2
3018,0,4713,1774,2
2551,0,679,1001,2
3085,0,513,1381,2
2971,0,1729,3538,1
3155,0,6093,1179,1
3126,0,4086,1195,1
3144,0,2538,3425,2
2812,0,1471,865,2
3243,0,4020,2201,1
2337,0,1323,485,3
3152,0,2112,3302,1
2978,0,4290,942,2
3197,0,1853,2717,1
3038,0,1080,1114,2
3213,0,5745,721,1
3313,0,2036,3132,7
2805,0,987,1350,2
2959,0,5349,3512,2
2976,0,212,2078,2
3118,1,2095,2460,1
2664,0,955,1505,2
3197,0,1895,2746,7
3093,0,1095,1095,2
2956,0,1959,3254,1
2163,0,1075,1536,3
3052,1,666,1195,1
2536,0,2100,722,6
3030,0,540,1800,2
2791,0,2755,2322,2
2619,0,1679,1392,2
3108,0,4283,1570,1
2685,0,713,1936,2
2972,0,5136,6451,1
3186,0,1240,2527,1
3035,0,2816,408,1
3066,0,2329,1273,1
2631,0,1345,1503,3
3157,0,2452,2696,1
3180,0,1273,1205,1
3086,0,1972,1908,1
3010,0,2850,1061,2
3165,0,3489,1980,1
3117,0,2543,990,1
3175,0,1071,691,1
2909,0,4763,1530,2
3326,0,1441,2675,1
2914,0,4889,1747,5
3110,0,2932,713,1
3286,0,5563,900,1
2929,0,5024,4161,2
3215,0,5826,2503,1
2893,0,1440,1626,2
2941,0,3203,2173,1
3266,0,3883,3753,1
3175,0,3113,3004,2
2625,0,1259,1836,2
2506,0,674,1008,3
2995,0,1767,3462,1
3068,0,2308,674,1
3001,0,1677,1954,1
2932,0,4402,6157,2
3240,0,5340,201,2
2743,0,1528,1717,6
3192,0,1140,1613,1
2943,0,808,2213,1
2922,0,4867,2630,1
3140,0,810,1836,2
2319,0,242,808,2
2554,0,566,984,3
2729,0,1455,1831,2
2662,0,1203,1061,2
3051,1,2904,1149,1
2938,0,1771,1092,2
2848,0,1864,1355,2
2963,0,2839,376,1
2739,0,1973,339,1
2902,0,2687,782,2
3030,1,2783,1746,1
2991,0,1879,962,2
2927,0,3480,1650,2
2897,0,4962,1350,2
3042,0,908,175,1
2731,0,1587,2469,2
3057,0,4057,2614,2
2910,0,3233,2389,2
3099,0,3215,2061,2
2392,0,67,268,6
3226,1,824,700,1
2662,0,904,700,2
3042,0,1189,2201,2
3189,0,4198,1873,1
2936,0,1879,865,2
2962,1,845,1926,1
2906,0,721,1181,1
2982,0,3949,4662,2
3190,0,5095,1806,1
2572,0,2322,2498,1
3103,0,3121,5236,1
3080,0,1898,454,2
2233,0,497,300,6
3103,0,3968,3363,2
3226,1,313,1355,2
3208,0,792,708,2
3188,1,3602,1663,2
2628,0,1206,752,3
3322,0,2656,3007,2
2617,0,450,1401,2
3176,0,5170,1262,1
3096,0,5582,2467,2
3032,0,3038,306,1
2893,0,1753,2539,1
3178,0,1711,3250,1
3211,0,4468,1651,1
2287,0,351,454,2
2982,0,4602,4188,1
2965,0,309,1385,2
2936,0,3719,5763,2
2926,0,3710,6111,2
2541,0,957,738,3
3326,0,1950,979,1
2462,0,285,1201,6
2929,0,5814,5796,2
2903,0,3059,2039,2
2992,1,2255,2649,2
3083,0,3319,5671,1
3220,0,5912,1902,2
2380,0,569,466,3
3141,0,677,1316,2
3292,0,589,3063,2
3283,1,847,2300,2
2798,0,2293,875,5
3104,0,2099,1950,1
3077,1,3042,1181,2
2633,0,2524,2476,2
3019,0,309,830,1
3243,0,834,1082,1
3175,0,3949,2717,2
3054,0,806,1442,1
3258,0,1761,384,7
3160,0,4702,2349,1
2781,0,1862,1443,2
3106,0,636,1216,1
3038,0,3303,577,2
3136,0,4279,1935,1
3191,0,2252,4179,1
3177,1,3019,1950,2
3078,0,2894,677,1
3041,0,5592,5592,2
3247,0,1698,1129,7
2880,0,866,1687,2
3419,0,1826,552,7
3255,0,3852,4092,7
3123,0,3750,3551,1
2740,0,210,1082,5
3001,0,5641,3430,2
3253,0,4257,2779,1
3252,0,6030,2042,2
2897,0,1592,2765,2
2133,0,571,840,6
2813,0,2038,2287,2
3217,0,2006,1992,1
2770,0,1674,1702,2
3424,0,1248,1855,1
2766,0,3133,1463,2
3383,0,4408,3934,7
3340,1,1308,2452,1
2304,0,1380,808,6
3126,1,457,912,2
2315,0,659,800,3
2890,0,2216,2182,1
3250,0,789,2077,1
3008,0,1237,912,2
3033,0,1234,1242,2
3135,0,351,2760,1
3062,0,2790,720,1
3143,0,446,2252,2
2931,0,2536,1889,1
2519,0,488,5673,2
2821,0,4365,4957,2
2290,0,959,497,6
2857,0,4863,4553,2
2716,0,2594,6722,2
3175,1,726,1019,2
2851,0,2475,3074,2
3098,0,5742,2123,2
2364,0,1350,726,6
3384,0,636,1050,1
3158,0,4801,2190,1
2241,0,847,558,3
3108,0,957,1777,1
3023,0,2114,947,2
3288,0,4731,680,2
3400,0,1842,711,7
3103,0,4302,1450,1
3124,0,2400,3242,1
2886,0,1357,2542,1
3284,0,4334,3605,1
3204,0,2347,1510,1
3201,0,4179,2014,1
3566,0,2885,1575,1
2746,0,1959,2723,2
2926,0,3227,713,2
3169,0,2089,390,1
3181,0,2850,598,1
2867,1,234,95,2
3253,0,2553,1368,1
3016,0,4242,2322,2
3215,0,2869,832,2
2745,0,3022,1359,2
3039,1,1168,1836,1
3206,0,5891,792,1
2837,0,5370,4491,2
3129,0,3199,2387,2
2892,0,720,1167,1
2975,0,5261,2418,1
3333,0,2391,319,7
2814,0,2041,2993,1
3229,0,1932,2324,1
3516,0,2602,1052,1
2522,0,900,1443,2
3168,0,1050,2165,2
3278,0,2269,1194,1
2962,0,4494,4764,2
2956,0,1510,2475,2
3232,1,990,977,1
2576,0,934,1348,3
2839,0,2639,1500,2
2601,0,912,1617,3
3071,1,2738,1126,1
3267,0,3827,2818,1
3221,0,735,1954,2
3184,0,4536,2201,2
2973,0,2582,1697,2
3173,0,3568,1710,1
2848,0,1565,1510,2
3133,0,2241,2043,1
3146,0,2750,3558,1
2767,0,1190,2251,2
2813,0,964,2038,2
3415,0,1966,700,7
3245,0,663,819,1
3093,0,3429,3000,1
3407,0,1913,3132,1
2884,0,1020,446,2
3001,0,5531,1406,2
2016,0,446,595,3
2975,0,741,1933,2
2819,0,2140,2848,1
3029,0,1771,1689,1
2984,0,1732,3666,1
2961,1,742,1732,1
3389,0,1289,3000,1
2660,0,1803,351,3
2965,0,6076,3711,1
2937,0,4272,4457,2
2868,0,3964,2791,2
2985,0,2134,1138,2
3306,0,3833,2348,7
3014,0,5894,3373,2
2486,0,684,1182,3
3264,0,4027,2297,1
3299,0,3772,2301,1
3008,0,4116,2266,2
2965,1,1124,2175,1
3019,0,2839,1761,1
3046,0,4468,1485,2
3076,0,2001,1747,1
3048,0,1187,1986,2
2984,0,2700,1206,2
3057,0,2839,661,1
2967,0,2789,1900,1
3236,0,5863,2445,2
3136,0,1338,2658,1
3310,0,3577,2591,1
2737,0,2137,871,2
2982,0,5977,6242,2
3359,0,582,765,1
2844,0,1839,2106,2
2457,0,283,42,2
3132,0,3746,4992,1
3172,0,3917,2007,1
2883,0,1207,2657,2
2270,0,300,402,3
2370,0,661,959,6
2843,0,2145,1471,2
2881,0,785,376,2
2657,0,1376,1842,2
2799,0,1729,1567,2
3010,0,2329,3032,2
3231,0,1842,1513,2
3008,0,1041,2007,1
2800,0,2442,1848,2
2818,0,4411,408,1
3295,0,1271,1761,7
3195,0,1356,2546,1
3219,0,1348,2520,1
3077,1,2468,1978,1
3280,1,3312,1416,1
2813,0,700,2455,2
2885,0,1783,2619,2
2851,0,1230,2818,2
3080,0,5978,1549,2
3008,1,1996,2591,2
3041,0,2225,3863,1
2916,0,3628,3931,2
2096,0,268,474,3
2336,0,175,67,3
3019,0,3427,745,1
2242,0,1401,700,6
2918,0,4006,1485,2
2958,0,1805,3042,2
3200,0,1963,402,1
3344,0,3445,2136,1
3041,0,664,1566,2
3286,1,875,3384,2
3137,0,5635,3042,2
2263,0,1183,469,3
3063,0,3142,912,2
2440,0,1820,258,3
2879,0,658,577,2
2612,0,484,1057,3
2924,0,579,1997,2
2847,0,1260,1900,1
3171,0,1068,2155,2
3222,0,1082,469,1
3107,0,3180,1543,2
2234,0,553,228,6
3123,0,2832,5744,1
2988,0,3937,2335,1
2810,0,774,2048,2
2289,0,1179,1262,6
3409,0,1909,631,7
3042,0,3060,2245,2
2899,0,1065,376,2
2424,0,987,626,3
3346,0,1892,3083,1
2931,0,4322,618,2
2766,0,1570,2885,2
2888,0,3113,2739,2
3031,0,1100,2058,1
2190,0,603,212,6
2913,0,4760,4688,2
3105,0,2467,1158,1
3169,0,1368,1041,1
2751,0,162,787,1
2908,1,1019,2008,1
2712,0,1510,1710,6
2832,1,3249,1333,2
2994,0,2370,2043,2
3274,0,5310,153,1
3023,1,1801,2069,2
2932,0,4178,4716,2
3175,0,4604,2821,1
3291,0,3912,2229,1
3080,0,3161,3127,1
2985,0,5825,3630,2
2903,0,2685,1991,2
2806,0,1718,1387,2
3126,0,4265,3025,1
3159,0,3717,4687,2
2252,0,616,467,3
2433,0,685,1295,6
3063,0,2547,942,1
2641,0,467,1412,2
3121,0,1087,1889,1
2965,0,1922,1343,2
3011,0,5726,5911,2
2403,0,124,594,3
2503,0,648,875,6
3026,0,1410,1080,1
2978,0,5001,6330,2
3535,0,2433,1533,1
3135,0,3178,696,1
2122,0,1236,1075,4
2758,0,2697,2258,2
2530,0,566,5570,5
3103,0,3054,5485,1
3412,0,2072,1620,1
2347,0,1504,912,3
2937,0,4094,4354,2
3142,0,1756,716,1
3340,1,1084,3640,1
3106,0,1634,2941,1
3095,0,4593,1460,1
3007,1,1981,2955,2
3034,1,2860,1681,1
3064,1,2717,2072,1
2814,0,1677,2042,2
2875,0,2262,618,2
3139,0,2824,1969,2
3093,0,1358,2922,2
3224,0,3502,3483,7
2655,0,2202,2130,6
3164,0,420,2376,1
2839,0,3000,2282,2
3090,0,5098,1040,1
3154,0,752,2598,1
2771,0,1889,2125,1
2978,0,1947,875,1
2419,0,1224,850,3
2994,0,1679,1725,2
3230,0,3594,1795,1
3238,0,3330,3194,2
3294,0,1131,1080,1
3244,0,2038,3932,1
3141,0,1065,2279,2
2389,0,571,1252,6
2693,0,1608,812,2
2895,0,2671,2343,2
2593,0,2032,2200,2
2531,0,666,446,6
3154,0,4632,3082,1
2752,0,999,582,2
3087,0,2582,2400,1
2563,0,331,342,3
2728,0,1115,2296,2
2850,0,2282,1608,2
2945,0,4345,5268,2
2765,0,1905,2287,2
3236,0,1782,1678,2
2602,0,1302,1873,5
2557,0,1061,1355,3
2978,0,5262,2383,1
2751,0,1894,949,2
2162,0,551,693,3
2855,0,2324,2338,2
3014,0,6246,4039,2
3155,0,900,1231,2
2848,0,2697,2343,2
3097,0,1907,2041,1
3018,0,5226,5973,2
2831,0,840,408,2
2854,0,1230,2170,2
2677,0,631,1195,2
3145,1,1528,2318,1
3058,0,1530,1279,2
3581,0,3242,1184,1
3106,0,342,1230,2
2696,0,1770,990,2
3116,0,4901,1784,1
3113,0,3759,2763,2
3185,0,2969,4490,1
2507,0,306,962,3
2538,0,649,3542,2
2837,0,421,1804,5
2946,1,824,1493,1
3087,0,1860,1019,1
2797,0,1218,1702,2
2485,0,774,842,3
2882,0,1537,1434,2
2900,0,5246,5479,2
3081,1,2836,1832,2
2765,0,2742,2282,5
2898,0,3223,1974,2
3258,0,5894,2985,2
3259,0,4120,2329,1
3052,0,4562,1114,2
2200,0,558,924,3
3362,0,658,918,1
2337,0,400,601,3
3310,0,2112,3108,1
2490,0,810,5218,5
2990,0,4901,2881,2
2038,0,524,708,3
3396,1,1116,4118,1
2734,1,2434,2136,2
2738,0,1931,607,2
3073,0,524,2212,1
3450,0,5087,4142,7
2877,0,2349,1243,1
2814,0,3222,6180,2
3100,0,4785,2962,1
3173,0,234,2325,1
2922,0,5060,1572,2
3158,0,2449,2989,1
2719,0,1442,2239,2
3106,0,4302,3365,1
3421,0,5017,934,1
2797,1,2935,1499,2
2998,0,5084,6129,2
2684,0,1919,2389,3
3033,0,4293,1657,2
2539,0,808,1008,6
3376,0,2838,1707,7
3167,0,3697,1638,2
2092,0,1195,458,3
2862,0,4006,2971,1
2867,0,1578,2634,2
3235,0,644,2751,2
2073,0,418,553,3
3242,0,2512,3160,2
2898,0,3836,3949,2
3237,0,5309,1878,1
2923,0,4357,2866,2
2978,0,2301,2832,2
2603,0,1366,1376,2
3209,0,5340,738,1
3044,0,4080,2192,2
3318,0,785,924,1
3126,1,1898,2703,1
2825,0,3317,2664,2
3014,0,3856,2630,2
2926,0,5065,3159,1
3061,0,3300,2452,1
3070,0,4390,4022,1
2868,0,2160,1276,2
2480,0,1347,566,6
3244,0,6208,459,1
3354,0,1591,1205,1
2933,0,228,1142,2
3093,0,1533,1406,1
2999,0,1115,2248,2
2834,0,2531,2297,2
3231,0,1158,1340,1
2479,0,553,990,2
3140,0,2330,2188,1
2308,0,1471,779,3
2706,0,1928,2784,2
2937,0,3409,1932,2
3198,0,5569,2810,2
3193,0,1584,2765,2
3093,0,1604,2174,2
3206,0,6023,2431,1
2619,0,947,553,2
2825,0,633,902,2
2257,0,702,497,3
3087,1,1682,408,2
2977,0,874,1376,2
3064,0,1624,859,1
3152,0,3622,1339,1
2791,0,3034,2430,1
3407,0,2496,256,7
2965,0,4738,5911,2
3093,0,3212,5167,1
2649,0,1189,1020,2
2551,0,972,1276,3
2533,0,824,1357,2
2497,0,484,1317,6
3107,0,1266,2848,2
3017,0,5135,2514,1
2778,0,2353,641,2
3412,0,3537,362,1
2948,0,3423,1802,2
2532,0,1528,1597,2
3162,0,3145,4492,1
1929,0,150,882,3
3106,0,2932,3329,1
3031,0,2191,797,2
3086,0,1558,2202,2
3313,0,3778,1570,7
3097,0,3083,2772,1
3136,0,4297,3034,1
3098,1,2506,2472,1
3027,0,4364,2960,2
2823,0,3062,2904,2
2127,0,297,537,6
2744,0,1256,2024,2
3149,0,5117,888,2
3218,0,4435,2672,1
2907,0,2435,1513,2
3181,0,3479,497,2
3252,0,2850,2442,1
3178,0,2503,1090,1
2685,0,1652,1406,2
3256,0,1570,1500,2
2884,0,2656,2301,2
3327,0,1406,3491,2
2991,0,3671,5676,1
2957,0,3776,2502,2
2956,0,552,1983,2
3157,0,2483,551,1
2909,0,2993,1189,2
2709,0,361,1099,2
3340,0,1816,1840,1
3125,0,3799,1438,1
2827,0,1996,2423,1
3002,0,819,815,2
2728,0,1310,2215,2
2960,0,4945,4076,1
2584,0,1708,1492,2
2511,0,930,4991,2
2626,0,603,1350,3
3001,0,2856,6524,1
2759,0,2826,331,2
3029,0,1320,1040,1
2958,0,3703,2463,2
3025,0,5643,2006,1
3126,0,4252,1254,1
3141,0,2329,1560,1
2846,0,1110,2313,1
3312,0,2952,516,1
3119,0,430,1237,1
3121,0,1001,2212,2
2996,0,4068,1019,2
2919,0,4975,4269,2
2934,0,3918,2525,2
2736,0,3184,6129,1
2907,0,2110,1943,2
3176,0,1543,210,1
2810,0,350,1861,5
3212,0,3103,1500,1
2776,0,319,2173,2
2764,0,2648,366,2
3050,0,5540,6162,2
2497,0,1142,1012,3
3019,0,1717,1806,2
2707,0,2312,2184,2
2873,0,4421,5261,1
3067,0,524,760,2
3118,0,1231,2707,2
2449,0,674,1040,3
2544,0,511,1165,2
2696,0,2800,6524,1
2947,0,3249,1950,2
3030,0,1409,765,1
2784,0,2166,212,2
3283,1,1379,4261,1
2759,0,3166,1698,2
3185,0,3153,4074,1
2669,0,1476,1397,5
2977,1,1784,2932,2
3087,0,1350,1053,1
3270,0,5999,532,1
3172,0,4368,1020,1
2986,0,2362,2397,2
2531,0,900,1507,2
3082,0,4966,726,1
2145,0,433,571,3
3190,0,2287,2766,1
3157,0,1933,2672,1
2946,0,1611,424,1
2864,0,849,525,2
2820,0,908,2236,2
2812,1,1158,531,2
2217,0,811,1082,6
2924,0,2754,840,2
2425,0,924,959,6
2701,0,1047,2893,2
2723,0,892,300,2
3221,0,2854,3684,1
3323,0,3866,2233,2
2189,0,531,210,6
2821,0,4844,201,2
3092,1,2185,1710,2
3161,1,1638,2670,1
3028,0,3630,2094,2
2665,0,466,787,2
2707,0,1209,2122,2
2723,0,170,860,5
3057,0,6738,3206,2
2551,0,1443,1116,3
3032,0,3455,1794,2
2701,0,319,664,2
2598,0,1634,1860,6
2727,0,1626,1082,5
2986,1,1801,1050,1
3181,0,1672,2007,2
2986,0,4056,2151,2
2942,0,3719,4743,2
2680,0,883,1879,2
2706,0,426,1142,2
3139,0,3913,170,1
3062,1,466,990,1
2839,0,2586,1699,1
2900,0,993,1289,2
2962,0,5184,4399,2
2935,0,752,759,1
3185,0,2848,5246,1
3314,0,1489,3056,1
2962,0,4228,2029,2
2844,0,3417,6185,2
3030,0,2079,1784,2
2637,0,1176,1559,2
3193,0,5321,2828,2
2840,0,1980,907,2
3317,0,4526,1167,1
3145,0,3724,190,1
3254,0,1252,2825,1
2729,0,3401,2979,1
2531,0,601,757,2
2955,0,2624,2051,2
2522,0,1376,1253,6
2938,0,912,2103,2
2936,0,5084,4494,2
2835,0,3778,1387,2
